Text,Language
أدوية الحكمة بالإنجليزية hikma pharmaceuticals هي شركة أدوية متعددة الجنسيات تأسست سنة  في الأردن على يد الأردني سميح دروزة وهي أول شركة من أصل عربي تَدخُل السوق الأمريكي والبريطاني والأوروبي ثم تَوسعت واستحوذت على مصانع في أمريكا والبرتغال وإيطاليا وتونس والسعودية ومصر والجزائر وطالت نحو  سوق في العالم وأدرجت لأول مرة في بورصة لندن للأسهم كشركة مساهمة دولية سنة  وكذلك بورصة دبي تصنع الأدوية الأصلية بإمتياز شركات دولية وأخرى بماركة أو من دون يوجد المقر الرئيسي لإدارتها اليوم في لندن يوجد لها العديد من المواقع التصنيعية في أكثر من دولة عربية وأجنبية وتلتزم الشركة بتطبيق معايير جودة عالية أو ما يسمى ممارسات التصنيع الجيد gmp,Arabic
مقام وضريح الصَّحابيّ فروة بن عمرو الُجذامي ويقع قرب مدينة الطفيلة جنوب الأردن في منطقة تُشرف على حمامات عفرا من الجهة الشرقية على بعد  كم تقريبًا من الطفيلة وهو عبارة عن ضريح حجري يُنسب للصحابي فروة بن عمرو الجذامي الذي كان حاكمًا على مدينة معان في عهد الروم والذين قتلوه وصلبوه عند حمامات عفرا بعد أن أشهر إسلامه,Arabic
الحدود السعودية اليمنية هي الحدود الممتدة بين المملكة العربية السعودية واليمن وتمتد الحدود وفقا لمعاهدة الطائف  بالقرب من دويما بين الموسم السعودية وميدي اليمنية على ساحل البحر الأحمر وتتجه شرقا فالشمال الشرقي بالقرب من مدينة حرض ثم تتعرج الحدود بين الجبال متتبعة الأودية حتى تصل إلى مشارف المناطق الرملية المتصلة بالربع الخالي بحيث يكون ما يقع غربها وشمالها تابعًا للمملكة العربية السعودية وما يقع جنوبها وشرقها يتبع اليمن وتتضمن الاتفاقية بين البلدين الاتفاق على أن يكون هناك منطقة  كيلو مترات بينهما تكون مخصصة لرعاة الماشية ولا تقع تحت سيطرة أي جانب,Arabic
المدن التي على خط طول واحد لها نفس التوقيت تقريبا فمثلا الساعة في مدينة القاهرة  ص وهي على خط طول ° شرقا شرق جرينتش فإن الساعة ستكون في الخرطوم  ص ويرجع ذلك أن خط الطول الذي يمر بالقاهرة هو نفس خط الطول الذي يمر بالخرطوم,Arabic
سيد علي السيستاني السيستاني أحد مراجع الشيعة في العراق دعى المواطنين الذي يتمكنون من حمل السلاح للتطوع في صفوف القوات الأمنية للدفاع عن العراق وأشار أن العراق يواجه تحدياً كبيراً ومسؤولية التصدي للإرهابيين هي مسؤولية الجميع ولا تختص بطائفة دون أخرى أو طرف دون آخر,Arabic
حتى غرة إبريل عام  بلدات كامبسلانغ  cambuslang  وورثرغلين  rutherglen  تابعة مجلس صحة غلاسكو وكلايد على الرغم من موقها في جنوب لانركشاير وهم الآن تابعين لمركز صحة لانركشاير,Arabic
وجاءت محاولة الغزو تلك بعدما ضم شتيفان الكبير حصن شيليا chilia وهو ميناء يقع على ساحل البحر الأسود كانت تسيطر عليه القوات المجرية والذي كان يعتبر من أراضي مولدافيا قبل قرون مضت,Arabic
أعلن رئيس الوزراء العراقي حيدر العبادي في  ديسمبركانون الأول  عن سيطرة القوات العراقية على معظم الحدود السورية العراقية مؤكداً نهاية الحرب ضد تنظيم الدولة الإسلامية داعش في البلاد,Arabic
"بعد تصاعد الدخان الأبيض وقرع الأجراس أطل الكاردينال بمرتبة رئيس الشمامسة جون لوي توران على ساحة القديس بطرس لإعلام الحشود باسم البابا الجديد بعد حوالي نصف ساعة أطلّ البابا على الحشود وخلافًا للتقليد افتتح كلامه بعبارة مساء الخير كما وبشكل غير متوقع طلب الصلاة من أجل سلفه بندكت السادس عشر وكذلك طلب من الجماهير ""أن تصلي كي يبارك الله أسقف روما"" قبل أن يقوم بتوجيه التحية التقليدية إلى المدينة والعالم",Arabic
كان هنالك ايضاً تغيرات درامتيكية في الاتصالات الهاتفية خلف الكواليس ابتداءً من عمليات ال tat- ؛كان كابل الاتصالات عبر الأطلسي الثامن وأول كابل الألياف البصرية عبر الأطلسي عام  شهدت التسعينيات انتشاراً واسعاً لتبني الأنظمة المعتمدة على الألياف الضوئية الفائدة من الإتصال باستخدام الألياف الضوئية هو انها توفر زيادة حادة في سعة البيانات  tat- بحد ذاتها كانت قادرة على حمل  أضعاف من المكالمات الهاتفية اللتي كان يحملها آخر كابل نحاس وضع في ذلك الوقت  و اليوم كابل الألياف البصرية له القدرة على حمل  ضعف من المكالمات الهاتفية اللتي تحملها tat-  الزيادة في سعة البيانات يعود إلى عدة عوامل منها  اولاً الألياف الضوئية اصغر بكثير مقارنة مع غيرها من التكنلوجبا المنافسة لها  ثانياً لا تعاني من تداخل الصوت  هذا يعني أن المئات منهم لهم القدرة على الاجتماع معاً في كابل واحد اخيراً تحسين الإرسال المتعدد أدى إلى نمو كبير في سعة البيانات لكابل الألياف البصرية الواحد,Arabic
إغلاق مضيق باب المندب هو حصار بحري نفذته القوات البحرية المصرية على إسرائيل خلال حرب أكتوبر  عن طريق اغلاق مضيق باب المندب بوجه الملاحة البحرية الإسرائيلية في في البحر الأحمر حيث كانت إسرائيل تستورد من إيران نحو  مليون طن من النفط عبر مضيق باب المندب إلى ميناء إيلات لاستخدام جزء منها ثم تعيد تصدير الجزء الأكبر إلى أوروبا وخلال فترة الحصار لم تدخل ناقلة نفط واحدة إلى خليج العقبة حتى  نوفمبر حينما سمح السادات بدخول أول ناقلة نفط إسرائيلية مقابل إيصال الإمدادات إلى الجيش المصري الثالث المحاصر في شرق القناة,Arabic
