Text,Language
undskyld at genere dig.,Danish
"hvis du er midt i noget i nogen ' s beder dig om noget, du kan sige åh.",Danish
"du er midt i noget, og nogen beder dig om at gøre noget, du siger, jeg er ked af det.",Danish
"Jeg er med dig om et øjeblik, jeg er sammen med dig, og så genoptager du at gøre noget, og du siger, hvor var vi.",Danish
"som hvornår stoppede vi, hvor var vi, og du bliver nødt til at gentage det, for hvad er det lyden, som nogle fejler med.",Danish
"så dette er en fantastisk måde at øve på, hvor var vi igen, hvis du er midt i en samtale?",Danish
"og du forstod ikke, hvad den anden person sagde, du kan sige, du sagde, og med et spørgsmålstegn.",Danish
"hvilket betyder, hvilket tilskynder personen til at gentage igen?",Danish
sagde du.,Danish
"hvis nogen fik et job med sine drømme om hvad du kan sige heldig dig eller nogen kom ind på universitetet i deres drømme som heldig dig, er dette en måde at lykønske den person, der er heldig dig, eller som bare at understrege, at han er heldig heldig, en anden måde at sige at du virkelig er vred, er at sige, at jeg flippede ud, som om jeg var så vred, jeg.",Danish
"udbrød, dette er super vred.",Danish
"åh, dette er som næsten vanvittigt.",Danish
"Jeg freaked en anden sætning, som indfødte talere bruger, er god for dig, og det kan være både positivt og negativt, når du siger, at jeg blev forfremmet, og hvis de siger godt for dig, kan du lide tillykke og nogle gange, hvis du siger, at jeg forlader dette sted.",Danish
"de er som gode for dig, det ville være bedre uden dig, og dette er en negativ betydning, så lyt virkelig til intonationen.",Danish
"hvis noget overrasker dig, kan du også sige, at du bliver sjov med mig som åh min gud.",Danish
"Jeg kan ikke tro det, du skal være en sjov på mig for at bede nogen om at smile og for at være glad kan du altid sige opmuntring opmuntre.",Danish
"hvis du vil have nogen, der bare lyder som at græde og klage over noget, der ikke sker, kan du sige, kom, jeg kan du gøre det, jeg?",Danish
kom nu.,Danish
du kan gøre det du kan videregive toefl du kan videregive gmat du får det kommer.,Danish
"du kan gøre det, hvis nogen klarer sig rigtig godt, du kan fortælle dem, fortsæt det gode arbejde, fortsæt det gode arbejde som vær så god som dig, og fortsæt det gode arbejde, fortsæt med at være en anden sætning er dagligdags, og dette er hvad amerikanere sige.",Danish
"det lyser, hvilket betyder, at det er forbløffende, at mange amerikanere sagde i Californien.",Danish
"åh, det er tændt, og du har sikkert hørt det i sange, der ' lyser, hvis nogen har succes efter fiaskoer, så du kan sige der, du går, jeg fortalte dig, at du vil komme derhen, du går, hvis nogen spørger dig, om du er træt, og du vil sige, at du overhovedet ikke er træt, du kan sige ikke lidt nah.",Danish
"jeg vil fortsætte, jeg er ikke træt af det, når nogen spørger, om du er sikker, og du er ret sikker på, at du kan sige, at der ikke er plads til det?",Danish
"der er ikke plads til tvivl i Amerika, hvis du vil sms nogen eller sende dem en besked, du siger tekst til tekst, så jeg sender dig en tekst, betyder, at jeg sender dig en besked via whatsapp eller et telegram eller messenger, uanset hvad jeg bruger sms dig igen for at opmuntre nogen til at fortælle dem, at de ikke skal være kede, du kan sige, at det ikke er det værd, ligesom hvorfor græder du?",Danish
det er ikke det værd.,Danish
"du er så meget bedre end det problem, du græder over det ' s ikke dine tårer værd.",Danish
"det er ikke det værd, jeg personligt elsker sætningen du rocker, hvilket betyder at du er fantastisk.",Danish
Åh gud.,Danish
rocker du rock?,Danish
"nej, du har gjort et fantastisk stykke arbejde.",Danish
"du rocker, hvis nogen ikke fungerer rigtig godt, og du vil have dem til at arbejde hårdere, du kan sige, at du skal gå en ekstra mil, hvilket betyder, at du som at arbejde hårdere skal gå en ekstra mil.",Danish
"en anden måde at sige det samme på, som du kan sige, øg dit spil som at arbejde hårdere, arbejde bedre, øg dit spil.",Danish
hvis nogen græder og ikke vil have det.,Danish
"det synker, du siger, træk dig sammen som at tage dig selv bogstaveligt talt og træk dig sammen, stop med at arbejde, stop med at græde, træk dig sammen.",Danish
hej ro dig selv sammen en anden sætning.,Danish
"Jeg elsker at du solgte mig, fordi folk nogle gange beskriver deres rejse eller nogen de købte, og de beskriver det er så godt.",Danish
"og de er som om jeg vil købe det samme, og jeg fortæller dem, at du solgte det, du solgte mig, jeg ville ikke købe det okay, du solgte mig, hvis du ikke er interesseret i samtalen.",Danish
"du er som at sidde, du kan sige, at jeg ikke kunne bryde mig mindre, det er så kedeligt.",Danish
Jeg er ikke interesseret.,Danish
"Jeg kunne ikke bryde mig mindre, hvis nogen spørger dig om noget, og dette er en rigtig nem beslutning for dig, som om nogen fortæller, at du skal tage mine 1 million dollars, og du siger, det er en no-brainer.",Danish
Jeg tager det.,Danish
"dette er en no-brainer betyder, at det er en rigtig nem beslutning for dig, hvis du har gjort noget forkert, og du indrømmer det, kan du sige, at jeg har ødelagt ja fyre.",Danish
Jeg ved.,Danish
undskyld.,Danish
Jeg fejlede.,Danish
dette er min fejltagelse.,Danish
"Jeg skruede op Jeg skruede det op, hvis du vil have nogen til at arbejde i stedet for mig, kan du sige.",Danish
"kan du dække mig ligesom kan du arbejde i stedet for mig, mens jeg ' Jeg ser min ven.",Danish
"kan du dække mig, det er tid til at rejse og fyre, jeg må hellere gå, hvilket betyder, at jeg allerede skal gå.",Danish
det ved du.,Danish
det er faktisk kl.,Danish
lige nu.,Danish
jeg må hellere gå en anden måde at sige farvel på.,Danish
"Jeg kan sige pas på, hvilket betyder at tage sig af dig selv.",Danish
Vi ses senere.,Danish
Pas på.,Danish
"Jeg ved ikke hvilken dag det er, når du ser denne video, men hvis det er fredag ​​for eksempel weekend.",Danish
du kan sige tak himlen er fredag ​​eller tror himlen sagde lørdag weekend opdagelse.,Danish
"jeg er så glad for, at det var fyre 50 sætninger på engelsk, lad mig vide, om dette var nyttigt ved at lide denne video og kommentere nedenfor, hvis du kender flere seje sætninger.",Danish
"det ville være godt, der er en rød knap derovre et eller andet sted.",Danish
Hej og velkommen.,Danish
"i denne video vil jeg give dig 100 almindelige og meget nyttige sætninger, som du kan bruge i samtale.",Danish
når du hører en sætning øve sig efter mig.,Danish
"prøv at kopiere min udtale nøjagtigt inklusive den stemmetone, jeg bruger.",Danish
okay lad os begynde.,Danish
"grundlæggende hilsner, hvordan går det?",Danish
hvordan går det?,Danish
hvad så?,Danish
dejligt at møde dig.,Danish
lang tid siden.,Danish
hvordan har du haft det?,Danish
mange tak.,Danish
hvad med dig?,Danish
ikke meget.,Danish
det sædvanlige.,Danish
jeg er nødt til at komme i gang.,Danish
"det var et glædeligt møde, du ser dig senere.",Danish
holde kontakt.,Danish
Spørger om information.,Danish
